"KEY","CODE","DESCRIPTION","TABLE_NAME","TEXT","TITLE",
"ethyleneVinylAcetate","Pr_20_31_86_28","","Pr Products","ethylene vinyl acetate","Ethylene vinyl acetate (EVA) resins",
"liquidCrystalPolymerResins","Pr_20_31_86_46","","Pr Products","liquid crystal polymer resins","Liquid crystal polymer resins",
"longFibreReinforcedPlasticsResins","Pr_20_31_86_48","","Pr Products","long-fibre-reinforced plastics resins","Long-fibre-reinforced plastics resins",
"melamineFormaldehyde","Pr_20_31_86_51","","Pr Products","melamine formaldehyde","Melamine formaldehyde (MF) resins",
"phenolFormaldehyde","Pr_20_31_86_58","","Pr Products","phenol formaldehyde","Phenol formaldehyde (PF) resins",
"polyamide","Pr_20_31_86_59","","Pr Products","polyamide","Polyamide (PA) resins",
"polycarbonateResins","Pr_20_31_86_60","","Pr Products","polycarbonate resins","Polycarbonate resins",
"polyesterResins","Pr_20_31_86_61","","Pr Products","polyester resins","Polyester resins",
"polyethylene","Pr_20_31_86_62","","Pr Products","polyethylene","Polyethylene (PE) resins",
"polyethyleneTerephthalate","Pr_20_31_86_63","","Pr Products","polyethylene terephthalate","Polyethylene terephthalate (PET) resins",
"polyphenyleneSulfideResins","Pr_20_31_86_64","","Pr Products","polyphenylene sulfide resins","Polyphenylene sulfide resins",
"polypropyleneResins","Pr_20_31_86_65","","Pr Products","polypropylene resins","Polypropylene resins",
"polystyrene","Pr_20_31_86_66","","Pr Products","polystyrene","Polystyrene (PS) resins",
"polyurethane","Pr_20_31_86_67","","Pr Products","polyurethane","Polyurethane (PU) resins",
"polyvinylChloride","Pr_20_31_86_68","","Pr Products","polyvinyl chloride","Polyvinyl chloride (PVC) resins",
"siliconeResins","Pr_20_31_86_77","","Pr Products","silicone resins","Silicone resins",
"thermoplasticElastomer","Pr_20_31_86_88","","Pr Products","thermoplastic elastomer","Thermoplastic elastomer (TPE) resins",
"unsaturatedPolyester","Pr_20_31_86_92","","Pr Products","unsaturated polyester","Unsaturated polyester (UP) resins",
"ureaFormaldehyde","Pr_20_31_86_93","","Pr Products","urea formaldehyde","Urea formaldehyde (UF) resins",
"vinylEsterResins","Pr_20_31_86_94","","Pr Products","vinyl ester resins","Vinyl ester resins",
"prefabricatedBuildingsAndStructures","Pr_20_65","","Pr Products","prefabricated buildings and structures","Prefabricated buildings and structures",
"glazedStructures","Pr_20_65_34","","Pr Products","glazed structures","Glazed structures",
"glazedEnclosures","Pr_20_65_34_34","","Pr Products","glazed enclosures","Glazed enclosures",
"metalFramedStructures","Pr_20_65_34_51","","Pr Products","metal-framed structures","Metal-framed structures",
"roofLanterns","Pr_20_65_34_72","","Pr Products","roof lanterns","Roof lanterns",
"modularProducts","Pr_20_65_50","","Pr Products","modular products","Modular products",
"bathroomPods","Pr_20_65_50_10","","Pr Products","bathroom pods","Bathroom pods",
"kitchenPods","Pr_20_65_50_45","","Pr Products","kitchen pods","Kitchen pods",
"kitchenetteUnits","Pr_20_65_50_46","","Pr Products","kitchenette units","Kitchenette units",
"modularMezzanines","Pr_20_65_50_53","","Pr Products","modular mezzanines","Modular mezzanines",
"plantRoomPods","Pr_20_65_50_63","","Pr Products","plant room pods","Plant room pods",
"prefabricatedBalconies","Pr_20_65_50_65","","Pr Products","prefabricated balconies","Prefabricated balconies",
"servicedPods","Pr_20_65_50_77","","Pr Products","serviced pods","Serviced pods",
"panelledAndFramedStructureProducts","Pr_20_65_60","","Pr Products","panelled and framed structure products","Panelled and framed structure products",
"concretePanelledModules","Pr_20_65_60_15","","Pr Products","concrete panelled modules","Concrete panelled modules",
"crossLaminatedTimber","Pr_20_65_60_17","","Pr Products","cross-laminated timber","Cross-laminated timber (CLT) panelled modules",
"lightGaugeSteelFloorsAndRoofs","Pr_20_65_60_47","","Pr Products","light-gauge steel floors and roofs","Light-gauge steel floors and roofs",
"lightGaugeSteelFramePanels","Pr_20_65_60_48","","Pr Products","light-gauge steel frame panels","Light-gauge steel frame panels",
"packagedComponents","Pr_20_65_60_60","","Pr Products","packaged components","Packaged components",
"structuralInsulatedPanel","Pr_20_65_60_84","","Pr Products","structural insulated panel","Structural insulated panel (SIP) modules",
"timberFrameFloorsAndRoofs","Pr_20_65_60_88","","Pr Products","timber-frame floors and roofs","Timber-frame floors and roofs",
"timberFramePanels","Pr_20_65_60_89","","Pr Products","timber-frame panels","Timber-frame panels",
"shelterStructures","Pr_20_65_78","","Pr Products","shelter structures","Shelter structures",
"compositePanelledShelters","Pr_20_65_78_15","","Pr Products","composite panelled shelters","Composite panelled shelters",
"glazedShelters","Pr_20_65_78_34","","Pr Products","glazed shelters","Glazed shelters",
"openSidedShelters","Pr_20_65_78_58","","Pr Products","open-sided shelters","Open-sided shelters",
"semiClosedShelters","Pr_20_65_78_77","","Pr Products","semi-closed shelters","Semi-closed shelters",
"timberFramedAndPanelledShelters","Pr_20_65_78_88","","Pr Products","timber-framed and panelled shelters","Timber-framed and panelled shelters",
"volumetricModules","Pr_20_65_95","","Pr Products","volumetric modules","Volumetric modules",
"compositeModules","Pr_20_65_95_15","","Pr Products","composite modules","Composite modules",
"concreteFramedModules","Pr_20_65_95_17","","Pr Products","concrete-framed modules","Concrete-framed modules",
"steelFramedModules","Pr_20_65_95_85","","Pr Products","steel-framed modules","Steel-framed modules",
"timberFramedModules","Pr_20_65_95_90","","Pr Products","timber-framed modules","Timber-framed modules",
"sectionalProducts","Pr_20_76","","Pr Products","sectional products","Sectional products",
"balustersAndNewelPosts","Pr_20_76_06","","Pr Products","balusters and newel posts","Balusters and newel posts",
"aluminiumBalustersAndNewelPosts","Pr_20_76_06_03","","Pr Products","aluminium balusters and newel posts","Aluminium balusters and newel posts",
"carbonSteelBalustersAndNewelPosts","Pr_20_76_06_11","","Pr Products","carbon steel balusters and newel posts","Carbon steel balusters and newel posts",
"castIronBalustersAndNewelPosts","Pr_20_76_06_12","","Pr Products","cast iron balusters and newel posts","Cast iron balusters and newel posts",
"concreteBalustersAndNewelPosts","Pr_20_76_06_16","","Pr Products","concrete balusters and newel posts","Concrete balusters and newel posts",
"hardwoodBalustersAndNewelPosts","Pr_20_76_06_36","","Pr Products","hardwood balusters and newel posts","Hardwood balusters and newel posts",
"metalIntermediatePosts","Pr_20_76_06_50","","Pr Products","metal intermediate posts","Metal intermediate posts",
"metalNewelPosts","Pr_20_76_06_52","","Pr Products","metal newel posts","Metal newel posts",
"plasticsBalustersAndNewelPosts","Pr_20_76_06_63","","Pr Products","plastics balusters and newel posts","Plastics balusters and newel posts",
"softwoodBalustersAndNewelPosts","Pr_20_76_06_80","","Pr Products","softwood balusters and newel posts","Softwood balusters and newel posts",
"stainlessSteelBalustersAndNewelPosts","Pr_20_76_06_83","","Pr Products","stainless steel balusters and newel posts","Stainless steel balusters and newel posts",
"stoneBalustersAndNewelPosts","Pr_20_76_06_86","","Pr Products","stone balusters and newel posts","Stone balusters and newel posts",
"timberNewelPosts","Pr_20_76_06_87","","Pr Products","timber newel posts","Timber newel posts",
"timberSpindles","Pr_20_76_06_88","","Pr Products","timber spindles","Timber spindles",
"bollardsAndImpactProtectors","Pr_20_76_08","","Pr Products","bollards and impact protectors","Bollards and impact protectors",
"aluminiumAlloyBollards","Pr_20_76_08_02","","Pr Products","aluminium alloy bollards","Aluminium alloy bollards",
"aluminiumAlloyHingedBollards","Pr_20_76_08_03","","Pr Products","aluminium alloy hinged bollards","Aluminium alloy hinged bollards",
"aluminiumAlloyTelescopicBollards","Pr_20_76_08_04","","Pr Products","aluminium alloy telescopic bollards","Aluminium alloy telescopic bollards",
"carbonSteelRemovableBollards","Pr_20_76_08_09","","Pr Products","carbon steel removable bollards","Carbon steel removable bollards",
"carbonSteelBollards","Pr_20_76_08_10","","Pr Products","carbon steel bollards","Carbon steel bollards",
"carbonSteelHingedBollards","Pr_20_76_08_11","","Pr Products","carbon steel hinged bollards","Carbon steel hinged bollards",
"carbonSteelRisingBollards","Pr_20_76_08_12","","Pr Products","carbon steel rising bollards","Carbon steel rising bollards",
"carbonSteelTelescopicBollards","Pr_20_76_08_13","","Pr Products","carbon steel telescopic bollards","Carbon steel telescopic bollards",
"castIronBollards","Pr_20_76_08_14","","Pr Products","cast iron bollards","Cast iron bollards",
"collapsibleMetalBollards","Pr_20_76_08_15","","Pr Products","collapsible metal bollards","Collapsible metal bollards",
"collapsiblePolymerBollards","Pr_20_76_08_16","","Pr Products","collapsible polymer bollards","Collapsible polymer bollards",
"collapsibleTimberBollards","Pr_20_76_08_17","","Pr Products","collapsible timber bollards","Collapsible timber bollards",
"compositeBollards","Pr_20_76_08_18","","Pr Products","composite bollards","Composite bollards",
"concreteBollards","Pr_20_76_08_19","","Pr Products","concrete bollards","Concrete bollards",
"hardwoodBollards","Pr_20_76_08_36","","Pr Products","hardwood bollards","Hardwood bollards",
"metalBollards","Pr_20_76_08_51","","Pr Products","metal bollards","Metal bollards",
"metalImpactProtectors","Pr_20_76_08_52","","Pr Products","metal impact protectors","Metal impact protectors",
"metalImpactProtectorsWithInfill","Pr_20_76_08_53","","Pr Products","metal impact protectors with infill","Metal impact protectors with infill",
"panelFenders","Pr_20_76_08_60","","Pr Products","panel fenders","Panel fenders",
"plasticsBollards","Pr_20_76_08_62","","Pr Products","plastics bollards","Plastics bollards",
"plasticsHingedCarBollards","Pr_20_76_08_63","","Pr Products","plastics hinged car bollards","Plastics hinged car bollards",
"plasticsRisingBollards","Pr_20_76_08_64","","Pr Products","plastics rising bollards","Plastics rising bollards",
"plasticsTelescopicBollards","Pr_20_76_08_65","","Pr Products","plastics telescopic bollards","Plastics telescopic bollards",
"polymerBollards","Pr_20_76_08_66","","Pr Products","polymer bollards","Polymer bollards",
"precastConcreteBollards","Pr_20_76_08_67","","Pr Products","precast concrete bollards","Precast concrete bollards",
"retractingMetalBollards","Pr_20_76_08_71","","Pr Products","retracting metal bollards","Retracting metal bollards",
"rubberImpactProtectors","Pr_20_76_08_74","","Pr Products","rubber impact protectors","Rubber impact protectors",
"stainlessSteelRemovableBollards","Pr_20_76_08_81","","Pr Products","stainless steel removable bollards","Stainless steel removable bollards",
"stainlessSteelBollards","Pr_20_76_08_82","","Pr Products","stainless steel bollards","Stainless steel bollards",
"stainlessSteelHingedBollards","Pr_20_76_08_83","","Pr Products","stainless steel hinged bollards","Stainless steel hinged bollards",
"stainlessSteelRisingBollards","Pr_20_76_08_84","","Pr Products","stainless steel rising bollards","Stainless steel rising bollards",
"stainlessSteelTelescopicBollards","Pr_20_76_08_85","","Pr Products","stainless steel telescopic bollards","Stainless steel telescopic bollards",
"stoneBollards","Pr_20_76_08_86","","Pr Products","stone bollards","Stone bollards",
"timberBollards","Pr_20_76_08_88","","Pr Products","timber bollards","Timber bollards",
"metalSections","Pr_20_76_51","","Pr Products","metal sections","Metal sections",
"aluminiumColdDrawnBarsAndRods","Pr_20_76_51_01","","Pr Products","aluminium cold drawn bars and rods","Aluminium cold drawn bars and rods",
"aluminiumCurtainWallFrameSections","Pr_20_76_51_02","","Pr Products","aluminium curtain wall frame sections","Aluminium curtain wall frame sections",
"glassFibreReinforcedConcrete","Pr_20_85_48_33","","Pr Products","glass fibre-reinforced concrete","Glass fibre-reinforced concrete (GRC) built-in lintel heads",
"glassFibreReinforcedConcrete","Pr_20_85_48_34","","Pr Products","glass fibre-reinforced concrete","Glass fibre-reinforced concrete (GRC) dressing lintel heads",
"insetOpenFireplaceThroatFormingLintelsAndCorbelUnits","Pr_20_85_48_43","","Pr Products","inset open fireplace throat-forming lintels and corbel units","Inset open fireplace throat-forming lintels and corbel units",
"manufacturedStoneLintels","Pr_20_85_48_50","","Pr Products","manufactured stone lintels","Manufactured stone lintels",
"naturalStoneLintels","Pr_20_85_48_56","","Pr Products","natural stone lintels","Natural stone lintels",
"prestressedConcreteLintels","Pr_20_85_48_67","","Pr Products","prestressed concrete lintels","Prestressed concrete lintels",
"stainlessSteelLintels","Pr_20_85_48_84","","Pr Products","stainless steel lintels","Stainless steel lintels",
"timberLintels","Pr_20_85_48_88","","Pr Products","timber lintels","Timber lintels",
"mastsAndPoles","Pr_20_85_50","","Pr Products","masts and poles","Masts and poles",
"aeronauticalGroundLightingMasts","Pr_20_85_50_01","","Pr Products","aeronautical ground lighting masts","Aeronautical ground lighting masts",
"antennaPoles","Pr_20_85_50_04","","Pr Products","antenna poles","Antenna poles",
"communicationsMasts","Pr_20_85_50_15","","Pr Products","communications masts","Communications masts",
"guyedUtilityPoles","Pr_20_85_50_35","","Pr Products","guyed utility poles","Guyed utility poles",
"metalWindsockMasts","Pr_20_85_50_50","","Pr Products","metal windsock masts","Metal windsock masts",
"overheadLineMasts","Pr_20_85_50_59","","Pr Products","overhead line masts","Overhead line masts",
"plasticsWindsockMasts","Pr_20_85_50_64","","Pr Products","plastics windsock masts","Plastics windsock masts",
"surveillanceCameraMasts","Pr_20_85_50_85","","Pr Products","surveillance camera masts","Surveillance camera masts",
"trafficSignalPoles","Pr_20_85_50_90","","Pr Products","traffic signal poles","Traffic signal poles",
"unGuyedUtilityPoles","Pr_20_85_50_93","","Pr Products","un-guyed utility poles","Un-guyed utility poles",
"pilesAndAncillaryProducts","Pr_20_85_62","","Pr Products","piles and ancillary products","Piles and ancillary products",
"carbonSteelDisplacementPiles","Pr_20_85_62_10","","Pr Products","carbon steel displacement piles","Carbon steel displacement piles",
"carbonSteelPileCasings","Pr_20_85_62_11","","Pr Products","carbon steel pile casings","Carbon steel pile casings",
"carbonSteelPileShoes","Pr_20_85_62_12","","Pr Products","carbon steel pile shoes","Carbon steel pile shoes",
"carbonSteelScrewPiles","Pr_20_85_62_13","","Pr Products","carbon steel screw piles","Carbon steel screw piles",
"carbonSteelSheetPiles","Pr_20_85_62_14","","Pr Products","carbon steel sheet piles","Carbon steel sheet piles",
